ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1245	"ENSG00000105618.14"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54128304	54128377
1246	"ENSG00000105618.14"	"PRPF31"	chr19	+	54129056	54129370	54129056	54129185	54129271	54129370
1247	"ENSG00000180043.11"	"FAM71E2"	chr19	-	55360692	55360905	55360692	55360769	55360852	55360905
1248	"ENSG00000168367.11"	"LINC00917"	chr16	-	86337360	86338661	86337360	86337608	86337681	86338661
1249	"ENSG00000168367.11"	"LINC00917"	chr16	-	86337360	86338661	86337360	86337561	86337681	86338661
1250	"ENSG00000168367.11"	"LINC00917"	chr16	-	86337360	86338661	86337360	86337592	86337681	86338661
1251	"ENSG00000115091.12"	"ACTR3"	chr2	+	113951719	113955706	113951719	113951845	113955622	113955706
1252	"ENSG00000226516.7"	"FAM138B"	chr2	+	113577981	113578852	113577981	113578186	113578288	113578852
1253	"ENSG00000235123.5"	"DSCAM-AS1"	chr21	+	40383082	40383584	40383082	40383408	40383505	40383584
1254	"ENSG00000160180.15"	"TFF3"	chr21	-	42313484	42313631	42313484	42313493	42313494	42313631
1255	"ENSG00000144895.12"	"EIF2A"	chr3	+	150567901	150568046	150567901	150567929	150568012	150568046
1256	"ENSG00000144895.12"	"EIF2A"	chr3	+	150567901	150568046	150567901	150567929	150568016	150568046
1257	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829604	144829042	144829090	144829477	144829604
1258	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829604	144829042	144829090	144829426	144829604
1259	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829604	144829042	144829090	144829522	144829604
1260	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829604	144829042	144829090	144829444	144829604
1261	"ENSG00000261701.7"	"HPR"	chr16	+	72076302	72077246	72076302	72076350	72076955	72077246
1262	"ENSG00000168137.17"	"SETD5"	chr3	+	9474448	9475156	9474448	9474582	9475067	9475156
1263	"ENSG00000141294.10"	"LRRC46"	chr17	+	47834424	47835399	47834424	47834533	47835352	47835399
1264	"ENSG00000259664.3"	"LINC02254"	chr15	-	97427650	97427952	97427650	97427767	97427842	97427952
1265	"ENSG00000259664.3"	"LINC02254"	chr15	-	97427650	97427952	97427650	97427770	97427842	97427952
1266	"ENSG00000164611.13"	"PTTG1"	chr5	+	160422301	160422893	160422301	160422403	160422708	160422893
1267	"ENSG00000187821.8"	"HELT"	chr4	+	185019386	185019843	185019386	185019491	185019623	185019843
1268	"ENSG00000187821.8"	"HELT"	chr4	+	185019386	185019843	185019386	185019491	185019746	185019843
1269	"ENSG00000255794.8"	"RMST"	chr12	+	97492460	97494002	97492460	97492606	97493874	97494002
1270	"ENSG00000129354.11"	"AP1M2"	chr19	-	10583605	10584070	10583605	10583673	10583913	10584070
1271	"ENSG00000104894.12"	"CD37"	chr19	+	49339329	49340606	49339329	49339413	49340250	49340606
1272	"ENSG00000104894.12"	"CD37"	chr19	+	49335713	49337033	49335713	49335782	49336908	49337033
1273	"ENSG00000104894.12"	"CD37"	chr19	+	49335405	49335786	49335405	49335609	49335713	49335786
1274	"ENSG00000104894.12"	"CD37"	chr19	+	49335713	49337033	49335713	49335786	49336908	49337033
1275	"ENSG00000165905.18"	"LARGE2"	chr11	+	45926038	45926347	45926038	45926151	45926221	45926347
1276	"ENSG00000165905.18"	"LARGE2"	chr11	+	45922820	45923167	45922820	45922964	45923057	45923167
1277	"ENSG00000167614.14"	"TTYH1"	chr19	+	54416055	54416924	54416055	54416066	54416788	54416924
1278	"ENSG00000168522.13"	"FNTA"	chr8	+	43085159	43085780	43085159	43085458	43085581	43085780
1279	"ENSG00000196535.16"	"MYO18A"	chr17	-	29121546	29121957	29121546	29121723	29121850	29121957
1280	"ENSG00000196535.16"	"MYO18A"	chr17	-	29118030	29118189	29118030	29118040	29118045	29118189
1281	"ENSG00000196535.16"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096915	29097222	29097350
1282	"ENSG00000067596.12"	"DHX8"	chr17	+	43517166	43520267	43517166	43517322	43520129	43520267
1283	"ENSG00000198399.14"	"ITSN2"	chr2	-	24202863	24204418	24202863	24203783	24204244	24204418
1284	"ENSG00000141258.13"	"SGSM2"	chr17	+	2362837	2363134	2362837	2362905	2362988	2363134
1285	"ENSG00000244355.7"	"LY6G6D"	chr6	+	31715355	31715624	31715355	31715410	31715501	31715624
1286	"ENSG00000166946.14"	"CCNDBP1"	chr15	+	43194080	43194461	43194080	43194137	43194414	43194461
1287	"ENSG00000166946.14"	"CCNDBP1"	chr15	+	43185819	43186233	43185819	43185879	43186153	43186233
1288	"ENSG00000148688.13"	"RPP30"	chr10	+	90894774	90895483	90894774	90894891	90895453	90895483
1289	"ENSG00000183258.12"	"DDX41"	chr5	-	177513352	177513847	177513352	177513484	177513684	177513847
1290	"ENSG00000183258.12"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193
1291	"ENSG00000183258.12"	"DDX41"	chr5	-	177512495	177512876	177512495	177512645	177512779	177512876
1292	"ENSG00000183258.12"	"DDX41"	chr5	-	177516287	177516835	177516287	177516516	177516724	177516835
1293	"ENSG00000183258.12"	"DDX41"	chr5	-	177516287	177516835	177516287	177516447	177516724	177516835
1294	"ENSG00000255248.9"	"MIR100HG"	chr11	-	122064179	122066434	122064179	122064271	122066135	122066434
1295	"ENSG00000255248.9"	"MIR100HG"	chr11	-	122064179	122066434	122064179	122064271	122064954	122066434
1296	"ENSG00000132680.11"	"KHDC4"	chr1	-	155913044	155915964	155913044	155914320	155915872	155915964
1297	"ENSG00000175221.15"	"MED16"	chr19	-	867962	868499	867962	868251	868410	868499
1298	"ENSG00000175221.15"	"MED16"	chr19	-	867962	868499	867962	868251	868415	868499
1299	"ENSG00000266173.7"	"STRADA"	chr17	-	63710490	63710836	63710490	63710614	63710727	63710836
1300	"ENSG00000266173.7"	"STRADA"	chr17	-	63741453	63741796	63741453	63741663	63741740	63741796
1301	"ENSG00000256223.6"	"ZNF10"	chr12	+	133130610	133131014	133130610	133130754	133130836	133131014
1302	"ENSG00000204632.11"	"HLA-G"	chr6	+	29829417	29829932	29829417	29829693	29829815	29829932
1303	"ENSG00000125447.17"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057
1304	"ENSG00000125447.17"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696
1305	"ENSG00000125447.17"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473
1306	"ENSG00000125447.17"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057
1307	"ENSG00000126733.21"	"DACH2"	chrX	+	86827765	86832602	86827765	86827812	86832105	86832602
1308	"ENSG00000174744.14"	"BRMS1"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785
1309	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341046	66340773	66340870	66340966	66341046
1310	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341333	66340773	66341046	66341205	66341333
1311	"ENSG00000122545.20"	"SEPTIN7"	chr7	+	35898247	35903215	35898247	35898383	35903075	35903215
1312	"ENSG00000158669.11"	"GPAT4"	chr8	+	41598291	41599304	41598291	41598476	41599233	41599304
1313	"ENSG00000135924.15"	"DNAJB2"	chr2	+	219280577	219281771	219280577	219280687	219281717	219281771
1314	"ENSG00000048140.18"	"TSPAN17"	chr5	+	176652742	176655020	176652742	176652913	176654894	176655020
1315	"ENSG00000142623.11"	"PADI1"	chr1	+	17239631	17240760	17239631	17239783	17240634	17240760
1316	"ENSG00000144504.15"	"ANKMY1"	chr2	-	240523884	240524381	240523884	240524009	240524303	240524381
1317	"ENSG00000104972.15"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636493	54636652
1318	"ENSG00000104972.15"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652
1319	"ENSG00000142512.15"	"SIGLEC10"	chr19	-	51415897	51416357	51415897	51416167	51416309	51416357
1320	"ENSG00000179902.12"	"C1orf194"	chr1	-	109106534	109107122	109106534	109106659	109107006	109107122
1321	"ENSG00000087303.18"	"NID2"	chr14	-	52005736	52006660	52005736	52005849	52006536	52006660
1322	"ENSG00000215906.8"	"LACTBL1"	chr1	-	22958684	22958920	22958684	22958713	22958761	22958920
1323	"ENSG00000165188.13"	"RNF183"	chr9	-	113301671	113302313	113301671	113301751	113302194	113302313
1324	"ENSG00000205542.11"	"TMSB4X"	chrX	+	12975109	12976361	12975109	12975168	12976245	12976361
1325	"ENSG00000163781.14"	"TOPBP1"	chr3	-	133598174	133598630	133598174	133598462	133598555	133598630
1326	"ENSG00000105227.15"	"PRX"	chr19	-	40393767	40398816	40393767	40397970	40398619	40398816
1327	"ENSG00000103365.15"	"GGA2"	chr16	-	23493359	23494378	23493359	23493458	23494298	23494378
1328	"ENSG00000103365.15"	"GGA2"	chr16	-	23493359	23494378	23493359	23493458	23494302	23494378
1329	"ENSG00000103365.15"	"GGA2"	chr16	-	23493359	23494378	23493359	23493587	23494302	23494378
1330	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742
1331	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278595	50278696	50278595	50278665	50278666	50278696
1332	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278116	50278271	50278116	50278264	50278265	50278271
1333	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278434	50278519	50278434	50278437	50278439	50278519
1334	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278854	50279011	50278854	50278881	50278882	50279011
1335	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50277852	50278013	50277852	50277959	50277960	50278013
1336	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50277852	50278013	50277852	50277964	50277966	50278013
1337	"ENSG00000185379.20"	"RAD51D"	chr17	-	35106127	35106481	35106127	35106249	35106385	35106481
1338	"ENSG00000249859.11"	"PVT1"	chr8	+	127854395	127855319	127854395	127854423	127855154	127855319
1339	"ENSG00000249859.11"	"PVT1"	chr8	+	128049408	128049748	128049408	128049441	128049587	128049748
1340	"ENSG00000249859.11"	"PVT1"	chr8	+	128049408	128049748	128049408	128049441	128049584	128049748
1341	"ENSG00000249859.11"	"PVT1"	chr8	+	127795195	127796071	127795195	127795294	127795893	127796071
1342	"ENSG00000113971.20"	"NPHP3"	chr3	-	132684553	132686387	132684553	132684794	132686259	132686387
1343	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40813942	40814569	40813942	40814070	40814147	40814569
1344	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40809851	40810216	40809851	40809970	40810070	40810216
1345	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40813337	40813811	40813337	40813417	40813712	40813811
1346	"ENSG00000226808.3"	"LINC00840"	chr10	+	43859526	43860360	43859526	43860123	43860214	43860360
1347	"ENSG00000114841.17"	"DNAH1"	chr3	+	52388417	52388937	52388417	52388609	52388805	52388937
1348	"ENSG00000175203.15"	"DCTN2"	chr12	-	57532983	57533303	57532983	57533022	57533237	57533303
1349	"ENSG00000182979.18"	"MTA1"	chr14	+	105464462	105464863	105464462	105464567	105464673	105464863
1350	"ENSG00000182979.18"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324
1351	"ENSG00000182979.18"	"MTA1"	chr14	+	105469466	105469992	105469466	105469498	105469840	105469992
1352	"ENSG00000023445.15"	"BIRC3"	chr11	+	102321836	102325362	102321836	102321900	102324460	102325362
1353	"ENSG00000023445.15"	"BIRC3"	chr11	+	102321836	102325362	102321836	102321895	102324455	102325362
1354	"ENSG00000115053.16"	"NCL"	chr2	-	231458265	231459125	231458265	231458389	231459000	231459125
1355	"ENSG00000170054.14"	"SERPINA9"	chr14	-	94469212	94469857	94469212	94469324	94469624	94469857
1356	"ENSG00000164172.19"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100487	53101358	53101509
1357	"ENSG00000164172.19"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100534	53101358	53101509
1358	"ENSG00000160714.10"	"UBE2Q1"	chr1	-	154552403	154552820	154552403	154552464	154552735	154552820
1359	"ENSG00000204138.13"	"PHACTR4"	chr1	+	28496533	28500364	28496533	28497271	28499419	28500364
1360	"ENSG00000118894.15"	"EEF2KMT"	chr16	-	5090083	5090565	5090083	5090349	5090431	5090565
1361	"ENSG00000006607.14"	"FARP2"	chr2	+	241494007	241494840	241494007	241494141	241494476	241494840
1362	"ENSG00000137869.15"	"CYP19A1"	chr15	-	51218453	51218548	51218453	51218536	51218539	51218548
1363	"ENSG00000151093.8"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997
1364	"ENSG00000151093.8"	"OXSM"	chr3	+	25790989	25791997	25790989	25791696	25791945	25791997
1365	"ENSG00000187240.16"	"DYNC2H1"	chr11	+	103154450	103154809	103154450	103154606	103154694	103154809
1366	"ENSG00000228474.6"	"OST4"	chr2	-	27071325	27071649	27071325	27071463	27071600	27071649
1367	"ENSG00000185621.11"	"LMLN"	chr3	+	197976028	197976715	197976028	197976111	197976597	197976715
1368	"ENSG00000182310.14"	"SPACA6"	chr19	+	51704029	51704480	51704029	51704186	51704269	51704480
1369	"ENSG00000166987.15"	"MBD6"	chr12	+	57524028	57524416	57524028	57524092	57524279	57524416
1370	"ENSG00000121410.12"	"A1BG"	chr19	-	58351390	58352555	58351390	58351687	58352282	58352555
1371	"ENSG00000183250.12"	"LINC01547"	chr21	-	44933314	44935096	44933314	44934368	44934933	44935096
1372	"ENSG00000118046.16"	"STK11"	chr19	+	1221212	1222006	1221212	1221340	1221948	1222006
1373	"ENSG00000118046.16"	"STK11"	chr19	+	1220372	1220717	1220372	1220505	1220580	1220717
1374	"ENSG00000108298.11"	"RPL19"	chr17	+	39202316	39203109	39202316	39202439	39202988	39203109
1375	"ENSG00000144559.10"	"TAMM41"	chr3	-	11807832	11809682	11807832	11807895	11809516	11809682
1376	"ENSG00000228794.10"	"LINC01128"	chr1	+	851926	852766	851926	852110	852670	852766
1377	"ENSG00000228794.10"	"LINC01128"	chr1	+	851926	852766	851926	852014	852670	852766
1378	"ENSG00000228794.10"	"LINC01128"	chr1	+	851926	852766	851926	852094	852670	852766
1379	"ENSG00000129084.17"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491
1380	"ENSG00000164463.12"	"CREBRF"	chr5	+	173108623	173110711	173108623	173108818	173110521	173110711
1381	"ENSG00000228055.3"	"FAM245A"	chr10	-	87396563	87398200	87396563	87397389	87398019	87398200
1382	"ENSG00000228055.3"	"FAM245A"	chr10	-	87396563	87398200	87396563	87397389	87398046	87398200
1383	"ENSG00000008513.16"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600
1384	"ENSG00000251250.3"	"AC091951.4"	chr5	+	7326065	7326603	7326065	7326189	7326403	7326603
1385	"ENSG00000141279.16"	"NPEPPS"	chr17	+	47579389	47582849	47579389	47579455	47582741	47582849
1386	"ENSG00000141279.16"	"NPEPPS"	chr17	+	47579389	47582849	47579389	47579511	47582741	47582849
1387	"ENSG00000070778.13"	"PTPN21"	chr14	-	88469498	88470050	88469498	88469733	88469921	88470050
1388	"ENSG00000179832.17"	"MROH1"	chr8	+	144261113	144261349	144261113	144261216	144261283	144261349
1389	"ENSG00000170291.15"	"ELP5"	chr17	+	7258587	7259940	7258587	7258683	7259570	7259940
1390	"ENSG00000163346.17"	"PBXIP1"	chr1	-	154951470	154951921	154951470	154951535	154951794	154951921
1391	"ENSG00000145194.18"	"ECE2"	chr3	+	184291039	184291439	184291039	184291230	184291343	184291439
1392	"ENSG00000144369.13"	"FAM171B"	chr2	+	186747091	186747250	186747091	186747237	186747239	186747250
1393	"ENSG00000186648.15"	"CARMIL3"	chr14	+	24062708	24063183	24062708	24062846	24063119	24063183
1394	"ENSG00000186648.15"	"CARMIL3"	chr14	+	24064957	24065750	24064957	24065273	24065621	24065750
1395	"ENSG00000125826.20"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094
1396	"ENSG00000171495.17"	"MROH2B"	chr5	-	41049100	41049436	41049100	41049141	41049279	41049436
1397	"ENSG00000165516.11"	"KLHDC2"	chr14	+	49779594	49779806	49779594	49779675	49779747	49779806
1398	"ENSG00000204706.14"	"MAMDC2-AS1"	chr9	-	70153133	70154241	70153133	70153327	70154147	70154241
1399	"ENSG00000081307.12"	"UBA5"	chr3	+	132671776	132672177	132671776	132671881	132672049	132672177
1400	"ENSG00000104714.14"	"ERICH1"	chr8	-	625674	627238	625674	625968	627002	627238
1401	"ENSG00000014216.15"	"CAPN1"	chr11	+	65209848	65210096	65209848	65209917	65210017	65210096
1402	"ENSG00000014216.15"	"CAPN1"	chr11	+	65210813	65212005	65210813	65210872	65211259	65212005
1403	"ENSG00000096746.17"	"HNRNPH3"	chr10	+	68337198	68338687	68337198	68337333	68338502	68338687
1404	"ENSG00000153406.13"	"NMRAL1"	chr16	-	4474092	4474792	4474092	4474166	4474553	4474792
1405	"ENSG00000126522.17"	"ASL"	chr7	+	66089090	66089335	66089090	66089175	66089275	66089335
1406	"ENSG00000126522.17"	"ASL"	chr7	+	66086743	66088921	66086743	66087791	66088806	66088921
1407	"ENSG00000126522.17"	"ASL"	chr7	+	66075833	66076093	66075833	66075856	66076038	66076093
1408	"ENSG00000205560.12"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539
1409	"ENSG00000131037.15"	"EPS8L1"	chr19	+	55082091	55082349	55082091	55082180	55082274	55082349
1410	"ENSG00000131037.15"	"EPS8L1"	chr19	+	55083377	55083644	55083377	55083519	55083615	55083644
1411	"ENSG00000178904.19"	"DPY19L3"	chr19	+	32467473	32468813	32467473	32467626	32468730	32468813
1412	"ENSG00000179636.15"	"TPPP2"	chr14	+	21030512	21031165	21030512	21030754	21031011	21031165
1413	"ENSG00000260102.2"	"LINC01070"	chr13	+	112198230	112201000	112198230	112198355	112199938	112201000
1414	"ENSG00000185594.7"	"SPATA8"	chr15	+	96783434	96784259	96783434	96783830	96784152	96784259
1415	"ENSG00000127586.17"	"CHTF18"	chr16	+	790006	790269	790006	790081	790176	790269
1416	"ENSG00000127586.17"	"CHTF18"	chr16	+	788930	789360	788930	789125	789209	789360
1417	"ENSG00000204356.14"	"NELFE"	chr6	-	31954554	31955096	31954554	31954892	31955058	31955096
1418	"ENSG00000204356.14"	"NELFE"	chr6	-	31953728	31954134	31953728	31953831	31954079	31954134
1419	"ENSG00000204356.14"	"NELFE"	chr6	-	31954554	31955096	31954554	31954877	31955058	31955096
1420	"ENSG00000204356.14"	"NELFE"	chr6	-	31954554	31955096	31954554	31954802	31955058	31955096
1421	"ENSG00000204356.14"	"NELFE"	chr6	-	31956692	31957010	31956692	31956838	31956940	31957010
1422	"ENSG00000196970.8"	"NXF4"	chrX	+	102563206	102563522	102563206	102563276	102563433	102563522
1423	"ENSG00000256659.2"	"LINC02368"	chr12	+	128120538	128121952	128120538	128120907	128121226	128121952
1424	"ENSG00000058272.19"	"PPP1R12A"	chr12	-	79778549	79779351	79778549	79778600	79779338	79779351
1425	"ENSG00000058272.19"	"PPP1R12A"	chr12	-	79778549	79779351	79778549	79778600	79779320	79779351
1426	"ENSG00000146707.14"	"POMZP3"	chr7	-	76618182	76618615	76618182	76618300	76618496	76618615
1427	"ENSG00000285533.2"	"RELA-DT"	chr11	+	65663426	65665543	65663426	65663683	65665420	65665543
1428	"ENSG00000163913.11"	"IFT122"	chr3	+	129514388	129515599	129514388	129514554	129515487	129515599
1429	"ENSG00000181027.11"	"FKRP"	chr19	+	46748514	46748884	46748514	46748665	46748774	46748884
1430	"ENSG00000153292.16"	"ADGRF1"	chr6	-	47012006	47014844	47012006	47012195	47014680	47014844
1431	"ENSG00000213619.10"	"NDUFS3"	chr11	+	47580524	47580984	47580524	47580622	47580834	47580984
1432	"ENSG00000104921.15"	"FCER2"	chr19	-	7698355	7698854	7698355	7698409	7698740	7698854
1433	"ENSG00000104921.15"	"FCER2"	chr19	-	7697012	7697298	7697012	7697075	7697235	7697298
1434	"ENSG00000186517.14"	"ARHGAP30"	chr1	-	161052285	161052543	161052285	161052363	161052439	161052543
1435	"ENSG00000186517.14"	"ARHGAP30"	chr1	-	161052625	161053385	161052625	161052797	161053257	161053385
1436	"ENSG00000124228.14"	"DDX27"	chr20	+	49243628	49244077	49243628	49243703	49243815	49244077
1437	"ENSG00000119638.13"	"NEK9"	chr14	-	75105949	75106702	75105949	75105996	75106501	75106702
1438	"ENSG00000264538.6"	"SUZ12P1"	chr17	+	30768833	30769064	30768833	30768867	30769000	30769064
1439	"ENSG00000149582.16"	"TMEM25"	chr11	+	118531191	118531871	118531191	118531234	118531777	118531871
1440	"ENSG00000149582.16"	"TMEM25"	chr11	+	118531191	118531871	118531191	118531234	118531774	118531871
1441	"ENSG00000164398.14"	"ACSL6"	chr5	-	131974892	131976240	131974892	131974970	131976183	131976240
1442	"ENSG00000164398.14"	"ACSL6"	chr5	-	131990852	131991813	131990852	131990967	131991744	131991813
1443	"ENSG00000258498.8"	"DIO3OS"	chr14	-	101557307	101557819	101557307	101557494	101557648	101557819
1444	"ENSG00000258498.8"	"DIO3OS"	chr14	-	101557303	101557819	101557303	101557494	101557753	101557819
1445	"ENSG00000258498.8"	"DIO3OS"	chr14	-	101557303	101558834	101557303	101557819	101558632	101558834
1446	"ENSG00000262228.2"	"AC087392.3"	chr17	-	763564	765319	763564	765014	765015	765319
1447	"ENSG00000203896.10"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63738007	63738060
1448	"ENSG00000203896.10"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63737972	63738060
1449	"ENSG00000203896.10"	"LIME1"	chr20	+	63738007	63738499	63738007	63738060	63738182	63738499
1450	"ENSG00000204642.14"	"HLA-F"	chr6	+	29726010	29726526	29726010	29726043	29726402	29726526
